iteration, train_loss, cv_loss, train_accuracy, cv_accuracy
0,2.32953137875,2.33573473454,0.105599995926,0.0935999956727
100,2.06075423002,2.05963414431,0.237599991411,0.231999993026
200,1.79524571657,1.77808231354,0.314199989736,0.317599993348
300,1.72482381582,1.7018115449,0.342599989176,0.343999990821
400,1.616553545,1.61629811764,0.382799990773,0.386399986446
500,1.51635336399,1.55441182852,0.437799987793,0.417599979639
600,1.43092461824,1.44147610664,0.460399985909,0.438599988222
700,1.44229714394,1.43504855156,0.458999982476,0.46239998281
800,1.38929512024,1.35110424042,0.492199980617,0.502199972868
900,1.32108876467,1.34046321869,0.522199974656,0.507599977255
1000,1.37363479614,1.37140577078,0.504799976349,0.507199975252
1100,1.2404779458,1.25643865347,0.557599969506,0.5371999681
1200,1.25999463558,1.29287530899,0.535599967241,0.520199971199
1300,1.28666330576,1.27747259855,0.518399977088,0.521599977016
1400,1.18848322868,1.2006790638,0.563799974918,0.563999964595
1500,1.21338220119,1.22413558006,0.559199971557,0.556999964714
1600,1.28463228464,1.26497250557,0.541399967074,0.550599969625
1700,1.20810544729,1.23967609763,0.572999966145,0.548999966979
1800,1.24751234531,1.22593395472,0.554599968195,0.561799970865
1900,1.18325937986,1.2247845912,0.579999967217,0.561399966478
2000,1.13561548829,1.13967530847,0.598599969745,0.594199968576
2100,1.08402499437,1.10208022237,0.605399965048,0.608999969363
2200,1.12752266645,1.13829213977,0.598999965191,0.593799962997
2300,1.16776139975,1.16161584377,0.583799965382,0.574599968791
2400,1.11749763966,1.11822394967,0.60239996314,0.596799967885
2500,1.12735643268,1.11395244956,0.602599972486,0.609199973345
2600,1.0387710166,1.02333563089,0.633199964762,0.641399968863
2700,1.05540729046,1.06557667375,0.615399968624,0.616399965882
2800,1.12516851544,1.06893872142,0.602199962139,0.613199965954
2900,1.11869352698,1.11819983602,0.599999962449,0.603999968767
3000,1.09229260683,1.06487940073,0.609999970198,0.625599963665
3100,1.18641597867,1.18370220184,0.576999973655,0.577399966717
3200,1.10478249073,1.1109438777,0.599199967384,0.605999969244
3300,1.09946470618,1.13872741222,0.616199970245,0.605799968839
3400,1.05134318352,1.08989907742,0.634399974346,0.620399971008
3500,1.08644565105,1.07777518153,0.614799969792,0.620599962473
3600,1.08415865064,1.11514907241,0.624599969387,0.613599969149
3700,1.05978977084,1.06159831285,0.631599968672,0.616199965477
3800,1.05226399422,1.0746488142,0.632199976444,0.618199974298
3900,1.0540200603,1.0409188211,0.626399966478,0.629399960041
4000,1.13850188732,1.13807759643,0.597399967909,0.603799962997
4100,1.03349971175,1.07323814154,0.62939997673,0.620199975967
4200,1.01195593476,1.02841406226,0.637799969912,0.628999972343
4300,1.05225893378,1.05274281859,0.633399968147,0.633599967957
4400,1.11068125129,1.12211390495,0.609799971581,0.609999963641
4500,1.05656055808,1.04573200107,0.624799971581,0.623599966764
4600,0.997339544296,1.01698031902,0.651599971056,0.642399971485
4700,1.03079472184,1.05608206511,0.641399971247,0.622599964142
4800,1.03462042451,1.032430439,0.625199971199,0.635799974203
4900,1.01982338667,0.997754998207,0.653599961996,0.65379997015
5000,1.03784706831,1.06758730292,0.630799971819,0.611199961901
5100,1.06421481371,1.03370188951,0.630199965239,0.635599969625
5200,1.09868798852,1.098886621,0.612199962139,0.615599967837
5300,1.03593796134,1.04993603706,0.63499996841,0.626999970078
5400,1.03094404101,1.03683258176,0.639599965811,0.635799970627
5500,0.990830690861,1.02425605059,0.65099997282,0.636999959946
5600,1.00434562445,1.00638174534,0.643199961185,0.635199966431
5700,1.02027415276,1.08288723111,0.632199965119,0.621199963093
5800,0.988990808725,1.04066004276,0.661399973631,0.628599966764
5900,0.999227284193,1.03553451419,0.650199970007,0.633799969554
6000,1.06023073196,1.06376111746,0.619799960852,0.622399965525
6100,1.005376122,1.02975827456,0.641799967289,0.643199965954
6200,0.986959885359,1.02221668482,0.659999973774,0.647399965525
6300,1.01947420835,1.07348075747,0.651199967861,0.626999969482
6400,0.999112929106,1.01704001546,0.661599963903,0.646599969864
6500,1.00686684012,1.0098286283,0.650199966431,0.64599996686
6600,0.968394531012,1.00740357399,0.657799969912,0.634999969006
6700,1.00898618698,0.999438028336,0.649599972963,0.641799972057
6800,1.00817494392,1.07151359439,0.654199968576,0.625799972415
6900,1.01946713567,1.0322558713,0.64219997406,0.640799970627
7000,1.00324855924,1.02934512615,0.643999973536,0.643799965382
7100,0.991215929985,1.01027644396,0.647999969721,0.647599960566
7200,0.993644574881,1.00052810431,0.644799968004,0.640199978352
7300,0.970628980398,0.971813431978,0.653199971914,0.65979996562
7400,1.00369449854,1.00193342447,0.650799974203,0.643599969149
7500,0.979844708443,0.992811617851,0.654199963808,0.647599967718
7600,1.07936071396,1.08890294671,0.619799970388,0.613799971342
7700,1.00675026894,1.03769380331,0.642799965143,0.637399972677
7800,0.9848402071,1.01473122835,0.664799969196,0.639199962616
7900,0.996671878099,1.01080888867,0.654599969387,0.646799967289
8000,0.982383896112,0.991099675894,0.655999970436,0.64759996295
8100,0.993073544502,1.02767059922,0.651999979019,0.641199962497
8200,0.975995149612,1.0270161581,0.658799971342,0.626799975634
8300,0.959063093662,0.974276493788,0.668799968958,0.658999971151
8400,0.965191589594,0.990472077131,0.663999963999,0.659599972963
8500,0.975999933481,0.981099437475,0.647599971294,0.649599968195
8600,0.987573025227,1.00826269507,0.65899997592,0.65059997797
8700,0.979849473238,1.01629793167,0.656999971867,0.629999966621
8800,0.956108932495,0.965534346104,0.669799971581,0.659399973154
8900,0.981548500061,1.01187333226,0.647599974871,0.64059997201
9000,1.05959775209,1.0553981328,0.630599969625,0.626799972653
9100,1.0184211874,1.02529739022,0.633399970531,0.628399964571
9200,1.01665308475,1.00005855918,0.643599976301,0.643199967146
9300,0.949699522257,1.00173556566,0.667599973679,0.657999970913
9400,1.08074796081,1.09669554114,0.616999970675,0.6103999722
9500,0.976775718927,1.01524138927,0.657799978256,0.646399968863
9600,0.991792367697,1.03865408897,0.656999971867,0.642399964333
9700,0.936125968695,0.955416711569,0.673599969149,0.659799972773
9800,1.03430977702,1.03284924507,0.637999975085,0.633999967575
9900,1.00149570584,0.984518553019,0.652799967527,0.654599970579
10000,0.992048330307,1.04061506391,0.639199976921,0.629999969006
10100,0.773793700933,0.781252975464,0.725999977589,0.735399969816
10200,0.732969410419,0.721312983036,0.745799970627,0.757399975061
10300,0.707956369519,0.70695404768,0.757399982214,0.75499997735
10400,0.666471497416,0.714257669449,0.777599982023,0.751399976015
10500,0.654144941568,0.701974050999,0.780799981356,0.762199976444
10600,0.647277557254,0.678383108974,0.782199975252,0.759599974155
10700,0.63625015676,0.706216164827,0.780999979973,0.753799979687
10800,0.616522939801,0.670933183432,0.786399979591,0.76719997406
10900,0.610352261066,0.693959670067,0.795599979162,0.762599986792
11000,0.635305554271,0.706613625884,0.782399976254,0.758999971151
11100,0.626762626767,0.706449174881,0.78519997716,0.755199971199
11200,0.634352022409,0.692642750144,0.78479998827,0.766399971247
11300,0.622537956238,0.670308607817,0.790399975777,0.772199976444
11400,0.623503684402,0.678575068712,0.786999983788,0.770999985933
11500,0.590915423036,0.669240823984,0.798999989033,0.772599976063
11600,0.580574401021,0.64811198473,0.809399981499,0.77519998908
11700,0.623109058142,0.697577809095,0.777599978447,0.75799998045
11800,0.576144695878,0.680923344493,0.803399977684,0.765399985313
11900,0.57472224474,0.663565260768,0.801799981594,0.770199978352
12000,0.602076253891,0.637746860981,0.786799994707,0.782199980021
12100,0.599595774412,0.700848359466,0.792799973488,0.760799973011
12200,0.570293185711,0.648524186015,0.807199987173,0.769599977732
12300,0.612180921435,0.670732192993,0.781799978018,0.773999980688
12400,0.601739768982,0.645033251047,0.792799988985,0.77559997797
12500,0.589153254628,0.657046403885,0.796599980593,0.773799974918
12600,0.583644424081,0.663958640695,0.80059997797,0.773599979877
12700,0.587198195457,0.685902137756,0.798599990606,0.765599975586
12800,0.560347753763,0.644780318737,0.810999994278,0.7783999753
12900,0.579177982807,0.66114852488,0.791999976635,0.773799985647
13000,0.551926684976,0.641369286776,0.813399980068,0.773199986219
13100,0.53387237072,0.625578653812,0.817599974871,0.782799977064
13200,0.568314032555,0.647649011612,0.803599982262,0.776799974442
13300,0.516255025864,0.617771432996,0.827599986792,0.787599983215
13400,0.532709282041,0.613389139175,0.820999982357,0.795199978352
13500,0.582075151801,0.673061213493,0.797999981642,0.768199977875
13600,0.579035311341,0.679590042233,0.80519997716,0.765399976969
13700,0.51372657001,0.61317609787,0.821999981403,0.79699998498
13800,0.575083961487,0.665111894608,0.800799978971,0.769399987459
13900,0.558567051291,0.632973399758,0.800999979973,0.7783999753
14000,0.545135465264,0.660388684869,0.814199975729,0.772799988985
14100,0.569023795724,0.65321521163,0.804399980307,0.777599979639
14200,0.524824301004,0.627024921775,0.817599990368,0.786599971056
14300,0.568682461381,0.625150536895,0.805199975967,0.787199984789
14400,0.540933572054,0.629802909493,0.81199999094,0.78379997611
14500,0.52768528223,0.61958366096,0.818399971724,0.782399992943
14600,0.537257564664,0.637025498748,0.81739998579,0.780199984312
14700,0.559154778123,0.618980360627,0.808399995565,0.789599980116
14800,0.540739101768,0.633263087869,0.814999976158,0.785799976587
14900,0.556893410087,0.617968555689,0.8025999856,0.781199976206
15000,0.563613712192,0.63861245513,0.805199984312,0.778999979496
15100,0.535884248018,0.622856619358,0.813599985838,0.789599977732
15200,0.543965193629,0.636469345689,0.810599987507,0.780199978352
15300,0.518294476271,0.612103295326,0.818999983072,0.789199976921
15400,0.563270667195,0.633498772979,0.800799981356,0.783999983072
15500,0.581910256147,0.657056939602,0.800599986315,0.775999975204
15600,0.524683730602,0.619278156161,0.821999987364,0.78279997468
15700,0.54922942996,0.632973594666,0.809199979305,0.7875999856
15800,0.566856149435,0.616787911057,0.801199982166,0.784199984074
15900,0.533445211053,0.618607394695,0.821799987555,0.786799974442
16000,0.545123343468,0.625410596728,0.809599978924,0.777999978065
16100,0.528147962093,0.618167988658,0.817999985218,0.789199982882
16200,0.49930013597,0.610226439238,0.829799984694,0.790799974203
