iteration, train_loss, cv_loss, train_accuracy, cv_accuracy
0,2.30775616169,2.30586690903,0.0969999954104,0.111499994993
50,2.24326021671,2.24361729622,0.168999993801,0.170999993756
100,2.07747873068,2.06414468288,0.216499993205,0.237999993563
150,1.94065728188,1.96817536354,0.265499988943,0.251999990642
200,1.8520421207,1.82326234579,0.274999991804,0.274499990791
250,1.80199468732,1.77967917919,0.289499992132,0.293999989331
300,1.77191147804,1.75133624673,0.316499985009,0.329499986768
350,1.75366747379,1.72601827383,0.336999996006,0.31499999091
400,1.71894139647,1.69108544588,0.318999987096,0.328999985754
450,1.62457064986,1.61374365687,0.362999986112,0.37199998498
500,1.59616808891,1.58104803562,0.389999996126,0.392499992251
550,1.47714876533,1.48471195102,0.423499988019,0.422999989986
600,1.44348915219,1.4335495472,0.473999987543,0.462499985099
650,1.40948869586,1.3832532227,0.485999980569,0.480499982834
700,1.32433750033,1.39502003193,0.502499979734,0.501499979198
750,1.3141546011,1.33398228884,0.511999978125,0.504499976337
800,1.30270872712,1.35119492412,0.510499973595,0.490999980271
850,1.29333670735,1.27562536597,0.530999968946,0.519999982417
900,1.25635383129,1.25092102885,0.538499975204,0.543999965489
950,1.21352008581,1.22561737895,0.550499966741,0.538999965787
1000,1.20230451226,1.21509053111,0.552999970317,0.5519999668
1050,1.20305967331,1.17368450165,0.563499972224,0.571999974549
1100,1.11407267451,1.12693739235,0.610499969125,0.594999966025
1150,1.10389043093,1.11583284438,0.608499965072,0.602999956906
1200,1.13346890509,1.11439699233,0.586999970675,0.593499968946
1250,1.04143549502,1.05160024166,0.633999970555,0.619999969006
1300,1.06485729516,1.12873888612,0.615499967337,0.60499996841
1350,1.03552726507,1.07372042537,0.619499963522,0.610999962687
1400,1.03688697517,1.02253016531,0.622499969602,0.627499964833
1450,0.98794311583,0.954513731599,0.654499968886,0.646499967575
1500,1.01948647499,1.04131916761,0.610499984026,0.616499966383
1550,1.00459677875,1.06936663985,0.641499972343,0.611999970675
1600,0.984114602208,1.01785761416,0.653499954939,0.625999957323
1650,1.01725715101,1.01366118193,0.628999972343,0.631499969959
1700,0.958679690957,0.951950436831,0.655499976873,0.644499972463
1750,0.934412142634,0.992706027627,0.659999981523,0.646499964595
1800,0.921832761168,0.923519459367,0.660499969125,0.665499955416
1850,0.909164834023,0.960081019998,0.672999957204,0.658999973536
1900,0.833315166831,0.89264588356,0.705999973416,0.671999967098
1950,0.869780364633,0.907792332768,0.68949996233,0.662499961257
2000,0.882557412982,0.890888524055,0.682499963045,0.686999973655
2050,0.930788400769,0.88215534091,0.66599996686,0.675999963284
2100,0.854457268119,0.885521140695,0.689999961853,0.683499974012
2150,0.912832194567,0.908602124453,0.666499975324,0.673499968648
2200,0.859162837267,0.852762517333,0.695499965549,0.707499960065
2250,0.783979791403,0.855954435468,0.725499975681,0.702499973774
2300,0.829893121123,0.879874369502,0.714499980211,0.695499968529
2350,0.843674838543,0.865736275911,0.695499974489,0.693499961495
2400,0.835877421498,0.840707668662,0.705999973416,0.714999985695
2450,0.753358897567,0.81444991827,0.737999981642,0.714499971271
2500,0.789568796754,0.847260922194,0.724999976158,0.707499969006
2550,0.783326143026,0.860389342904,0.720499962568,0.699499967694
2600,0.718807473779,0.772854855657,0.759999978542,0.725499975681
2650,0.738221341372,0.763869708776,0.746999961138,0.731999975443
2700,0.722354000807,0.812906813622,0.744499972463,0.710999956727
2750,0.757065349817,0.759614044428,0.74399997592,0.736499974132
2800,0.760453027487,0.777090260386,0.731999960542,0.740499973297
2850,0.745419663191,0.782790228724,0.730499970913,0.722499972582
2900,0.72693837285,0.761729332805,0.748999994993,0.727499970794
2950,0.7421613276,0.82615545094,0.742499983311,0.707999962568
3000,0.683891691267,0.76531778276,0.768499982357,0.737499970198
3050,0.717280384898,0.763218468428,0.754499956965,0.748499968648
3100,0.722025263309,0.76500864625,0.754499968886,0.74249998033
3150,0.656377150118,0.762749877572,0.777999979258,0.736999976635
3200,0.640982851386,0.761840635538,0.771499973536,0.742499965429
3250,0.722602415085,0.761170426011,0.747999975085,0.735999962687
3300,0.693646430969,0.779610419273,0.752499985695,0.726499965787
3350,0.697852319479,0.780218848586,0.763999968767,0.730999961495
3400,0.693126036227,0.710100415349,0.763999980688,0.763999974728
3450,0.709961953759,0.723217771947,0.758499991894,0.747499972582
3500,0.69820522666,0.713740843534,0.75349997282,0.756999969482
3550,0.691806152463,0.723022298515,0.759499976039,0.750499972701
3600,0.732050597668,0.702322012186,0.749999964237,0.757499980927
3650,0.649029181898,0.688303223252,0.777499979734,0.749499979615
3700,0.691275732219,0.750517991185,0.762999984622,0.735999968648
3750,0.541704750061,0.652883602679,0.815499967337,0.773999980092
3800,0.639590226114,0.705681952834,0.777499970794,0.75799998045
3850,0.664103236794,0.701207864285,0.773999974132,0.76749996841
3900,0.655859839916,0.68704559505,0.781999972463,0.769499987364
3950,0.662234260142,0.698385432363,0.771499976516,0.755499985814
4000,0.667505091429,0.775516051054,0.766999977827,0.731499969959
4050,0.641226008534,0.667915797234,0.781499987841,0.764999964833
4100,0.646642699838,0.730390131474,0.77049998939,0.751499977708
4150,0.623961158097,0.694096770883,0.788499978185,0.776499983668
4200,0.653357046843,0.665859533846,0.773499974608,0.775499972701
4250,0.601905846596,0.676622870564,0.800499975681,0.759499967098
4300,0.652025139332,0.715195715427,0.789499980211,0.753499984741
4350,0.645452204347,0.700810876489,0.766999980807,0.767499983311
4400,0.609562474489,0.708550943434,0.783999982476,0.759999978542
4450,0.610007928312,0.696148860455,0.789499971271,0.75799998045
4500,0.611412703991,0.716244260967,0.784999987483,0.749499970675
4550,0.600585636497,0.709447820485,0.789499974251,0.763999986649
4600,0.561208949983,0.675518849492,0.804499974847,0.766499969363
4650,0.601349954307,0.709288960695,0.78449999094,0.749499970675
4700,0.586142402887,0.647328430414,0.799499979615,0.773999974132
4750,0.623348170519,0.736466571689,0.772499975562,0.746499964595
4800,0.588409666717,0.673699685931,0.802499991655,0.758999976516
4850,0.588676673174,0.708878934383,0.800499996543,0.770499968529
4900,0.610045078397,0.661021065712,0.792999982834,0.770499977469
4950,0.565495027602,0.689184881747,0.805499994755,0.76749997437
5000,0.589982633293,0.709810867906,0.793499970436,0.748999965191
5050,0.552140077949,0.678947094083,0.803999990225,0.762499976158
5100,0.61071549356,0.623393861949,0.790499994159,0.780499979854
5150,0.57305740267,0.63553917259,0.811999982595,0.781999978423
5200,0.614332038164,0.701692444086,0.791999983788,0.760499975085
5250,0.554699796438,0.63307787925,0.798499980569,0.779499983788
5300,0.671192154288,0.708635699749,0.778999975324,0.761999991536
5350,0.615265582502,0.651931139827,0.779499980807,0.774999967217
5400,0.570872589946,0.605139254034,0.814499977231,0.785499981046
5450,0.563739137352,0.633732785285,0.805499985814,0.785999983549
5500,0.574057821929,0.673486173153,0.80499996841,0.769499981403
5550,0.620058849454,0.696025520563,0.789499989152,0.766999992728
5600,0.610223852098,0.665298780799,0.792999994755,0.787999984622
5650,0.55080191046,0.616355532408,0.802999982238,0.784499964118
5700,0.520773765445,0.617113898695,0.811499992013,0.789999979734
5750,0.560630391538,0.692675945163,0.802999985218,0.765999993682
5800,0.491511332989,0.646192842722,0.821499973536,0.780499979854
5850,0.591911321878,0.70796982348,0.782499983907,0.749999979138
5900,0.587769933045,0.653325860202,0.797499978542,0.775999972224
5950,0.558566701412,0.636079847813,0.80799998045,0.783999979496
6000,0.543616484106,0.664686571062,0.818499979377,0.772999981046
6050,0.516503719985,0.637788318098,0.813999977708,0.781999975443
6100,0.578931887448,0.706729979813,0.796999976039,0.76299996376
6150,0.519538068771,0.650946949422,0.826999977231,0.780999991298
6200,0.5387179479,0.675964322686,0.81249999702,0.769499978423
6250,0.574808746576,0.654098026454,0.811499974132,0.784999999404
6300,0.603995335102,0.614557890594,0.789499986172,0.794499984384
6350,0.544033183157,0.590993875265,0.810499975085,0.797999998927
6400,0.522611445189,0.619296765327,0.816499990225,0.784999978542
6450,0.576338775456,0.646236269176,0.796499973536,0.775999966264
6500,0.517706489563,0.639938308299,0.820499977469,0.781999990344
6550,0.540229462087,0.659644073248,0.817999988794,0.784499979019
6600,0.572292597592,0.638973653316,0.806999978423,0.778999981284
6650,0.52041040808,0.549886000156,0.818499985337,0.806499990821
6700,0.540410603583,0.682117938995,0.818499961495,0.760499978065
6750,0.544037871063,0.634062762558,0.813499978185,0.788499984145
6800,0.509665118158,0.601009896398,0.817999976873,0.796999981999
6850,0.523996402323,0.629578173161,0.819499969482,0.7814999789
6900,0.551935905218,0.631332007051,0.807499974966,0.78599999547
6950,0.556190657616,0.651370358467,0.803499993682,0.78449998796
7000,0.53413656354,0.630182947218,0.806999969482,0.772999984026
7050,0.575383649766,0.671602144837,0.797499963641,0.769999992847
7100,0.578902558982,0.624402323365,0.808499988914,0.789999982715
7150,0.57580524087,0.645885971189,0.798999986053,0.766999986768
7200,0.508885245025,0.598845911026,0.812499982119,0.786999976635
7250,0.552281358838,0.699378591776,0.803999981284,0.767499983311
7300,0.573244261742,0.720167316496,0.802999973297,0.756999978423
7350,0.545664271712,0.676614448428,0.804999986291,0.766999977827
7400,0.487316724658,0.620569235086,0.837999981642,0.783499976993
7450,0.568046092987,0.725557459891,0.803499978781,0.748499977589
7500,0.575408962369,0.643471647799,0.801499992609,0.773499986529
7550,0.53164589256,0.633047072589,0.818499967456,0.773999977112
7600,0.485915762186,0.634675619006,0.825499975681,0.786999979615
7650,0.546445904672,0.562094601989,0.810499969125,0.808999976516
7700,0.508268009126,0.626902419329,0.821999981999,0.793499979377
7750,0.493819786608,0.557394960523,0.834999969602,0.8064999789
7800,0.505292399228,0.617946192622,0.821499985456,0.778499978781
7850,0.559670935571,0.619847562909,0.812999981642,0.780999961495
7900,0.526118242741,0.633128784597,0.817999982834,0.783499971032
7950,0.508361317217,0.647741347551,0.825999987125,0.774999979138
8000,0.508900843561,0.622126255929,0.820999982953,0.787999996543
8050,0.530244854093,0.616579605639,0.82199998498,0.784999972582
8100,0.552079613507,0.680496539176,0.811499986053,0.774499982595
8150,0.543049164116,0.646463230252,0.813999986649,0.779999983311
8200,0.53464025259,0.626112487912,0.825999987125,0.788499969244
8250,0.53795004636,0.612346322834,0.810999971628,0.792999976873
8300,0.556817688048,0.660753282905,0.809999978542,0.777999988198
8350,0.567512910068,0.656893706322,0.811499989033,0.785499978065
8400,0.501079824567,0.602934896946,0.827999991179,0.786999982595
8450,0.546033078432,0.671447169781,0.810499981046,0.76899998188
8500,0.540419076383,0.624404385686,0.819999974966,0.783499979973
8550,0.49486554563,0.634260031581,0.827999985218,0.776999989152
8600,0.473641368747,0.610039936006,0.838499999046,0.791999992728
8650,0.528710621595,0.584783253074,0.819499978423,0.803499999642
8700,0.485925345123,0.602292519808,0.831999987364,0.794999989867
8750,0.541083689034,0.652707830071,0.818499982357,0.786499983072
8800,0.495929613709,0.601625068486,0.817999991775,0.793499988317
8850,0.540872229636,0.615186928213,0.810499984026,0.791999974847
8900,0.525154609978,0.667641913891,0.820499974489,0.775499981642
8950,0.501027321815,0.626038648188,0.819999986887,0.796999973059
9000,0.517248752713,0.659086504579,0.822499975562,0.776499983668
9050,0.517325165868,0.620619210601,0.823499986529,0.792499986291
9100,0.485384514928,0.623917558789,0.836999982595,0.788999974728
9150,0.470937359333,0.572149342299,0.839499986172,0.808499974012
9200,0.523050895333,0.615754881501,0.816999989748,0.796999973059
9250,0.540012697875,0.592433963716,0.818499982357,0.803499975801
9300,0.451700727642,0.612484934926,0.844499984384,0.792499986291
9350,0.487908472121,0.639848974347,0.832499980927,0.785499992967
9400,0.514544606209,0.620920519531,0.818999996781,0.791499984264
9450,0.504545085132,0.627727814019,0.834999990463,0.78149998486
9500,0.515246249735,0.636049792171,0.820999968052,0.783499985933
9550,0.543606689572,0.660408318043,0.816499984264,0.774499979615
9600,0.496738240123,0.617817565799,0.826499998569,0.790499979258
9650,0.490063686669,0.610143205523,0.835499969125,0.785499975085
9700,0.506230847538,0.624412639439,0.822499984503,0.787499970198
9750,0.507613863051,0.589132469893,0.824999985099,0.790999975801
9800,0.518380904198,0.654123562574,0.818999966979,0.780499976873
9850,0.47616635859,0.628816482425,0.839999973774,0.783499982953
9900,0.517780768871,0.604754009843,0.822499981523,0.798499983549
9950,0.487857498229,0.604007025063,0.840999990702,0.795999988914
10000,0.5020133093,0.603897404671,0.830999988317,0.791999983788
10050,0.3782764256,0.497844405472,0.872000002861,0.831999972463
10100,0.359904502332,0.479757459462,0.87349999845,0.831999981403
10150,0.340297582746,0.489030599594,0.890500023961,0.837499982119
10200,0.327165239304,0.455983673781,0.89050000906,0.83449998796
10250,0.34173091352,0.460586079955,0.887500023842,0.84549998343
10300,0.306641536206,0.42977951616,0.891500023007,0.852999988198
10350,0.328400132805,0.430116085708,0.885000023246,0.85
10400,0.304392986745,0.440032848716,0.902000012994,0.852999985218
10450,0.305504609644,0.404812197387,0.897000008821,0.863999992609
10500,0.303601904958,0.472129756212,0.893000021577,0.848499980569
10550,0.281196267158,0.485459508002,0.905500030518,0.842499989271
10600,0.256309874356,0.445601189882,0.919500026107,0.847999981046
10650,0.292919771373,0.500756895542,0.912500023842,0.83749999404
10700,0.257660632581,0.436673407257,0.921000027657,0.84699998796
10750,0.258279789984,0.442345315218,0.920000037551,0.851999989152
